title,price,location,link
"Toyota Urban Cruiser Hyryder V 2025
0 km
MEMBER
Colombo, Cars
Rs 16,650,000
8 hours","Rs 16,650,000","Toyota Urban Cruiser Hyryder V 2025
0 km
MEMBER
Colombo, Cars
Rs 16,650,000
8 hours",https://ikman.lk/en/ad/toyota-urban-cruiser-hyryder-v-2025-for-sale-colombo-41
"Toyota Axio FIELDER 2010
156,983 km
MEMBER
Colombo, Cars
Rs 6,475,000
8 hours","Rs 6,475,000","Toyota Axio FIELDER 2010
156,983 km
MEMBER
Colombo, Cars
Rs 6,475,000
8 hours",https://ikman.lk/en/ad/toyota-axio-fielder-2010-for-sale-colombo-1
"Mini Cooper 2016
76,800 km
Colombo, Cars
Rs 14,800,000
8 hours","Rs 14,800,000","Mini Cooper 2016
76,800 km
Colombo, Cars
Rs 14,800,000
8 hours",https://ikman.lk/en/ad/mini-cooper-2016-for-sale-colombo-33
"Suzuki Swift MZ 2023
70 km
MEMBER
Colombo, Cars
Rs 12,500,000
8 hours","Rs 12,500,000","Suzuki Swift MZ 2023
70 km
MEMBER
Colombo, Cars
Rs 12,500,000
8 hours",https://ikman.lk/en/ad/suzuki-swift-mz-2023-for-sale-colombo-5
"BMW 318i M Sport 2018
40,000 km
Colombo, Cars
Rs 22,900,000
8 hours","Rs 22,900,000","BMW 318i M Sport 2018
40,000 km
Colombo, Cars
Rs 22,900,000
8 hours",https://ikman.lk/en/ad/bmw-318i-m-sport-2018-for-sale-colombo-406
"Toyota Premio G Superior 2014
199,000 km
MEMBER
Colombo, Cars
Rs 11,200,000
8 hours","Rs 11,200,000","Toyota Premio G Superior 2014
199,000 km
MEMBER
Colombo, Cars
Rs 11,200,000
8 hours",https://ikman.lk/en/ad/toyota-premio-g-superior-2014-for-sale-colombo-1049
"BMW 523i M Sport (1 of 3) 2012
82,000 km
MEMBER
Colombo, Cars
Rs 16,200,000
8 hours","Rs 16,200,000","BMW 523i M Sport (1 of 3) 2012
82,000 km
MEMBER
Colombo, Cars
Rs 16,200,000
8 hours",https://ikman.lk/en/ad/bmw-523i-m-sport-1-of-3-2012-for-sale-colombo
"Peugeot 408 GT Line Fastback 2024
8,900 km
MEMBER
Colombo, Cars
Rs 26,500,000
8 hours","Rs 26,500,000","Peugeot 408 GT Line Fastback 2024
8,900 km
MEMBER
Colombo, Cars
Rs 26,500,000
8 hours",https://ikman.lk/en/ad/peugeot-408-gt-line-fastback-2024-for-sale-colombo-2
"Honda Accord 2019
50,700 km
Colombo, Cars
Rs 19,850,000
8 hours","Rs 19,850,000","Honda Accord 2019
50,700 km
Colombo, Cars
Rs 19,850,000
8 hours",https://ikman.lk/en/ad/honda-accord-2019-for-sale-colombo-8
"Nissan Cefiro 1995
183,000 km
Nuwara Eliya, Cars
Rs 1,900,000
8 hours","Rs 1,900,000","Nissan Cefiro 1995
183,000 km
Nuwara Eliya, Cars
Rs 1,900,000
8 hours",https://ikman.lk/en/ad/nissan-cefiro-1995-for-sale-nuwara-eliya
"Mercedes Benz A250 AMG Line 2023
8,380 km
MEMBER
Colombo, Cars
Rs 28,500,000
8 hours","Rs 28,500,000","Mercedes Benz A250 AMG Line 2023
8,380 km
MEMBER
Colombo, Cars
Rs 28,500,000
8 hours",https://ikman.lk/en/ad/mercedes-benz-a250-amg-line-2023-for-sale-colombo
"BMW 218i Msport Gran coupe 2023
12,000 km
MEMBER
Colombo, Cars
Rs 25,750,000
8 hours","Rs 25,750,000","BMW 218i Msport Gran coupe 2023
12,000 km
MEMBER
Colombo, Cars
Rs 25,750,000
8 hours",https://ikman.lk/en/ad/bmw-218i-msport-gran-coupe-2023-for-sale-colombo-4
"Audi Q3 Sline Sunroof 2023
5,000 km
MEMBER
Colombo, Cars
Rs 30,750,000
8 hours","Rs 30,750,000","Audi Q3 Sline Sunroof 2023
5,000 km
MEMBER
Colombo, Cars
Rs 30,750,000
8 hours",https://ikman.lk/en/ad/audi-q3-sline-sunroof-2023-for-sale-colombo-7
"Mini Cooper 1970
75,000 km
Colombo, Cars
Rs 2,750,000
8 hours","Rs 2,750,000","Mini Cooper 1970
75,000 km
Colombo, Cars
Rs 2,750,000
8 hours",https://ikman.lk/en/ad/mini-cooper-1970-for-sale-colombo
"Toyota Land Cruiser Prado Box 1995
134,000 km
Colombo, Cars
Rs 19,700,000
8 hours","Rs 19,700,000","Toyota Land Cruiser Prado Box 1995
134,000 km
Colombo, Cars
Rs 19,700,000
8 hours",https://ikman.lk/en/ad/toyota-land-cruiser-prado-box-1995-for-sale-colombo
"Toyota Allion 260 2010
169,000 km
Galle, Cars
Rs 9,200,000
8 hours","Rs 9,200,000","Toyota Allion 260 2010
169,000 km
Galle, Cars
Rs 9,200,000
8 hours",https://ikman.lk/en/ad/toyota-allion-260-2010-for-sale-galle-40
"Honda CRV 2018
111,000 km
Colombo, Cars
Rs 16,900,000
8 hours","Rs 16,900,000","Honda CRV 2018
111,000 km
Colombo, Cars
Rs 16,900,000
8 hours",https://ikman.lk/en/ad/honda-crv-2018-for-sale-colombo-889
"Suzuki Hustler 2015
115,000 km
Colombo, Cars
Rs 5,550,000
8 hours","Rs 5,550,000","Suzuki Hustler 2015
115,000 km
Colombo, Cars
Rs 5,550,000
8 hours",https://ikman.lk/en/ad/suzuki-hustler-2015-for-sale-colombo-998
"Toyota Prius G Sport 2014
147,000 km
MEMBER
Gampaha, Cars
Rs 11,475,000
8 hours","Rs 11,475,000","Toyota Prius G Sport 2014
147,000 km
MEMBER
Gampaha, Cars
Rs 11,475,000
8 hours",https://ikman.lk/en/ad/toyota-prius-g-sport-2014-for-sale-gampaha-4
"Toyota Raize Z Hybrid New 2025
0 km
Colombo, Cars
Rs 14,500,000
8 hours","Rs 14,500,000","Toyota Raize Z Hybrid New 2025
0 km
Colombo, Cars
Rs 14,500,000
8 hours",https://ikman.lk/en/ad/toyota-raize-z-hybrid-new-2025-for-sale-colombo
"Toyota Voxy SZ HYBRID 2024
50 km
MEMBER
Colombo, Cars
Rs 29,500,000
8 hours","Rs 29,500,000","Toyota Voxy SZ HYBRID 2024
50 km
MEMBER
Colombo, Cars
Rs 29,500,000
8 hours",https://ikman.lk/en/ad/toyota-voxy-sz-hybrid-2024-for-sale-colombo
"Suzuki Wagon R FX 2025
2,800 km
MEMBER
Gampaha, Cars
Rs 7,550,000
8 hours","Rs 7,550,000","Suzuki Wagon R FX 2025
2,800 km
MEMBER
Gampaha, Cars
Rs 7,550,000
8 hours",https://ikman.lk/en/ad/suzuki-wagon-r-fx-2025-for-sale-gampaha-12
"Nissan Sunny Trad B12 1987
444,790 km
Kurunegala, Cars
Rs 1,350,000
8 hours","Rs 1,350,000","Nissan Sunny Trad B12 1987
444,790 km
Kurunegala, Cars
Rs 1,350,000
8 hours",https://ikman.lk/en/ad/nissan-sunny-trad-b12-1987-for-sale-kurunegala
"Toyota Voxy SZ HIGHEST GRADE 2024
50 km
MEMBER
Colombo, Cars
Rs 29,500,000
8 hours","Rs 29,500,000","Toyota Voxy SZ HIGHEST GRADE 2024
50 km
MEMBER
Colombo, Cars
Rs 29,500,000
8 hours",https://ikman.lk/en/ad/toyota-voxy-sz-highest-grade-2024-for-sale-colombo
"Mercedes Benz E200 AMG PREMIUM PLUS ISG 2025
0 km
MEMBER
Colombo, Cars
Rs 66,500,000
8 hours","Rs 66,500,000","Mercedes Benz E200 AMG PREMIUM PLUS ISG 2025
0 km
MEMBER
Colombo, Cars
Rs 66,500,000
8 hours",https://ikman.lk/en/ad/mercedes-benz-e200-amg-premium-plus-isg-2025-for-sale-colombo
"BMW 218i MSport 2023
18,500 km
Gampaha, Cars
Rs 24,950,000
8 hours","Rs 24,950,000","BMW 218i MSport 2023
18,500 km
Gampaha, Cars
Rs 24,950,000
8 hours",https://ikman.lk/en/ad/bmw-218i-msport-2023-for-sale-gampaha-1
"Toyota Aqua 2014
126,090 km
Gampaha, Cars
Rs 8,000,000
8 hours","Rs 8,000,000","Toyota Aqua 2014
126,090 km
Gampaha, Cars
Rs 8,000,000
8 hours",https://ikman.lk/en/ad/toyota-aqua-2014-for-sale-gampaha-1429
"BMW 740Le M-SPORT PLUS 2017
50,000 km
Kandy, Cars
Rs 49,500,000
8 hours","Rs 49,500,000","BMW 740Le M-SPORT PLUS 2017
50,000 km
Kandy, Cars
Rs 49,500,000
8 hours",https://ikman.lk/en/ad/bmw-740le-m-sport-plus-2017-for-sale-kandy
"Peugeot 407 SE 1ST OWNER 2006
84,000 km
MEMBER
Colombo, Cars
Rs 5,990,000
8 hours","Rs 5,990,000","Peugeot 407 SE 1ST OWNER 2006
84,000 km
MEMBER
Colombo, Cars
Rs 5,990,000
8 hours",https://ikman.lk/en/ad/peugeot-407-se-1st-owner-2006-for-sale-colombo
"Micro Panda Cross 2017
137,000 km
Kurunegala, Cars
Rs 4,600,000
8 hours","Rs 4,600,000","Micro Panda Cross 2017
137,000 km
Kurunegala, Cars
Rs 4,600,000
8 hours",https://ikman.lk/en/ad/micro-panda-cross-2017-for-sale-kurunegala-5
"Mercedes Benz C200 AMG W213 Full Spec 2016
68,000 km
MEMBER
Colombo, Cars
Rs 23,000,000
8 hours","Rs 23,000,000","Mercedes Benz C200 AMG W213 Full Spec 2016
68,000 km
MEMBER
Colombo, Cars
Rs 23,000,000
8 hours",https://ikman.lk/en/ad/mercedes-benz-c200-amg-w213-full-spec-2016-for-sale-colombo
"Perodua Axia 2016
136,989 km
MEMBER
Colombo, Cars
Rs 5,695,000
8 hours","Rs 5,695,000","Perodua Axia 2016
136,989 km
MEMBER
Colombo, Cars
Rs 5,695,000
8 hours",https://ikman.lk/en/ad/perodua-axia-2016-for-sale-colombo-544
"Toyota Axio G GRADE HYBRID 2025
0 km
MEMBER
Colombo, Cars
Rs 15,890,000
8 hours","Rs 15,890,000","Toyota Axio G GRADE HYBRID 2025
0 km
MEMBER
Colombo, Cars
Rs 15,890,000
8 hours",https://ikman.lk/en/ad/toyota-axio-g-grade-hybrid-2025-for-sale-colombo
"Mercedes Benz CLA 180 180AMGLINE 2017
95,500 km
MEMBER
Gampaha, Cars
Rs 18,790,000
8 hours","Rs 18,790,000","Mercedes Benz CLA 180 180AMGLINE 2017
95,500 km
MEMBER
Gampaha, Cars
Rs 18,790,000
8 hours",https://ikman.lk/en/ad/mercedes-benz-cla-180-180amgline-2017-for-sale-gampaha
"Suzuki Spacia 2017
128,000 km
Colombo, Cars
Rs 5,875,000
8 hours","Rs 5,875,000","Suzuki Spacia 2017
128,000 km
Colombo, Cars
Rs 5,875,000
8 hours",https://ikman.lk/en/ad/suzuki-spacia-2017-for-sale-colombo-868
"Toyota Yaris Cross ADVENTURE 2025
0 km
MEMBER
Colombo, Cars
Rs 17,690,000
8 hours","Rs 17,690,000","Toyota Yaris Cross ADVENTURE 2025
0 km
MEMBER
Colombo, Cars
Rs 17,690,000
8 hours",https://ikman.lk/en/ad/toyota-yaris-cross-adventure-2025-for-sale-colombo-27
"Maruti Suzuki 800 2010
46,861 km
Kalutara, Cars
Rs 2,880,000
8 hours","Rs 2,880,000","Maruti Suzuki 800 2010
46,861 km
Kalutara, Cars
Rs 2,880,000
8 hours",https://ikman.lk/en/ad/maruti-suzuki-800-very-good-2010-for-sale-kalutara
"BMW X2 M35i Coupe SUV 2025
1,000 km
MEMBER
Colombo, Cars
Rs 69,000,000
9 hours","Rs 69,000,000","BMW X2 M35i Coupe SUV 2025
1,000 km
MEMBER
Colombo, Cars
Rs 69,000,000
9 hours",https://ikman.lk/en/ad/bmw-x2-m35i-coupe-suv-2025-for-sale-colombo
"Toyota Roomy X 2025
3,000 km
MEMBER
Colombo, Cars
Rs 9,500,000
9 hours","Rs 9,500,000","Toyota Roomy X 2025
3,000 km
MEMBER
Colombo, Cars
Rs 9,500,000
9 hours",https://ikman.lk/en/ad/toyota-roomy-x-2025-for-sale-colombo-10
"Toyota Land Cruiser Prado Diesel 2014
186,000 km
MEMBER
Gampaha, Cars
Rs 34,750,000
9 hours","Rs 34,750,000","Toyota Land Cruiser Prado Diesel 2014
186,000 km
MEMBER
Gampaha, Cars
Rs 34,750,000
9 hours",https://ikman.lk/en/ad/toyota-land-cruiser-prado-diesel-2014-for-sale-gampaha
"Toyota Corolla 1988
100,000 km
Gampaha, Cars
Rs 900,000
9 hours","Rs 900,000","Toyota Corolla 1988
100,000 km
Gampaha, Cars
Rs 900,000
9 hours",https://ikman.lk/en/ad/toyota-corolla-1988-for-sale-gampaha-1
"Toyota Corolla 121G 2001
105,870 km
Ampara, Cars
Rs 6,250,000
9 hours","Rs 6,250,000","Toyota Corolla 121G 2001
105,870 km
Ampara, Cars
Rs 6,250,000
9 hours",https://ikman.lk/en/ad/toyota-corolla-121g-2001-for-sale-ampara
"Suzuki Wagon R FX Petrol Safety 2025
0 km
MEMBER
Colombo, Cars
Rs 7,950,000
9 hours","Rs 7,950,000","Suzuki Wagon R FX Petrol Safety 2025
0 km
MEMBER
Colombo, Cars
Rs 7,950,000
9 hours",https://ikman.lk/en/ad/suzuki-wagon-r-fx-petrol-safety-2025-for-sale-colombo
"Nissan Sunny 2012
40,000 km
Colombo, Cars
Rs 6,950,000
9 hours","Rs 6,950,000","Nissan Sunny 2012
40,000 km
Colombo, Cars
Rs 6,950,000
9 hours",https://ikman.lk/en/ad/nissan-sunny-2012-for-sale-colombo
"Suzuki Swift 2007
137,424 km
Colombo, Cars
Rs 5,175,000
9 hours","Rs 5,175,000","Suzuki Swift 2007
137,424 km
Colombo, Cars
Rs 5,175,000
9 hours",https://ikman.lk/en/ad/suzuki-swift-2007-for-sale-colombo-1089
"Toyota Land Cruiser Prado 120 2007
197,500 km
MEMBER
Gampaha, Cars
Rs 16,790,000
9 hours","Rs 16,790,000","Toyota Land Cruiser Prado 120 2007
197,500 km
MEMBER
Gampaha, Cars
Rs 16,790,000
9 hours",https://ikman.lk/en/ad/toyota-land-cruiser-prado-120-2007-for-sale-gampaha-7
"Honda CRV VTI 2024
1,200 km
MEMBER
Gampaha, Cars
Rs 26,450,000
9 hours","Rs 26,450,000","Honda CRV VTI 2024
1,200 km
MEMBER
Gampaha, Cars
Rs 26,450,000
9 hours",https://ikman.lk/en/ad/honda-crv-vti-2024-for-sale-gampaha-1
"Mitsubishi L200 Triton 2020
61,000 km
Trincomalee, Cars
Rs 19,000,000
9 hours","Rs 19,000,000","Mitsubishi L200 Triton 2020
61,000 km
Trincomalee, Cars
Rs 19,000,000
9 hours",https://ikman.lk/en/ad/mitsubishi-l200-triton-2020-for-sale-trincomalee
"Nissan Leaf 2012
91,000 km
Colombo, Cars
Rs 6,500,000
9 hours","Rs 6,500,000","Nissan Leaf 2012
91,000 km
Colombo, Cars
Rs 6,500,000
9 hours",https://ikman.lk/en/ad/nissan-leaf-2012-for-sale-colombo-1088
"Nissan Cefiro J31 Fully Loaded 2011
153,000 km
Colombo, Cars
Rs 7,000,000
9 hours","Rs 7,000,000","Nissan Cefiro J31 Fully Loaded 2011
153,000 km
Colombo, Cars
Rs 7,000,000
9 hours",https://ikman.lk/en/ad/nissan-cefiro-j31-fully-loaded-2011-for-sale-colombo-1
"Suzuki Swift 2010
180,000 km
Gampaha, Cars
Rs 4,300,000
9 hours","Rs 4,300,000","Suzuki Swift 2010
180,000 km
Gampaha, Cars
Rs 4,300,000
9 hours",https://ikman.lk/en/ad/suzuki-swift-2010-for-sale-gampaha-238
"Nissan Leaf ZE1 2022
27,000 km
Colombo, Cars
Rs 12,000,000
9 hours","Rs 12,000,000","Nissan Leaf ZE1 2022
27,000 km
Colombo, Cars
Rs 12,000,000
9 hours",https://ikman.lk/en/ad/nissan-leaf-ze1-2022-for-sale-colombo-3
"Mitsubishi Montero Sport 2012
227,000 km
Gampaha, Cars
Rs 14,400,000
9 hours","Rs 14,400,000","Mitsubishi Montero Sport 2012
227,000 km
Gampaha, Cars
Rs 14,400,000
9 hours",https://ikman.lk/en/ad/mitsubishi-montero-sport-2012-for-sale-gampaha-465
"Toyota IST 2002
190,000 km
MEMBER
Colombo, Cars
Rs 4,590,000
9 hours","Rs 4,590,000","Toyota IST 2002
190,000 km
MEMBER
Colombo, Cars
Rs 4,590,000
9 hours",https://ikman.lk/en/ad/toyota-ist-2002-for-sale-colombo-106
"Toyota Axio G Grade 2017
147,200 km
Gampaha, Cars
Rs 11,550,000
9 hours","Rs 11,550,000","Toyota Axio G Grade 2017
147,200 km
Gampaha, Cars
Rs 11,550,000
9 hours",https://ikman.lk/en/ad/toyota-axio-g-grade-2017-for-sale-gampaha-2
"Mercedes Benz GLB 180 Premium Plus 2025
97 km
MEMBER
Colombo, Cars
Rs 35,900,000
9 hours","Rs 35,900,000","Mercedes Benz GLB 180 Premium Plus 2025
97 km
MEMBER
Colombo, Cars
Rs 35,900,000
9 hours",https://ikman.lk/en/ad/mercedes-benz-glb-180-premium-plus-2025-for-sale-colombo-13
"DFSK Glory 580 2021
60,000 km
Gampaha, Cars
Rs 8,300,000
9 hours","Rs 8,300,000","DFSK Glory 580 2021
60,000 km
Gampaha, Cars
Rs 8,300,000
9 hours",https://ikman.lk/en/ad/dfsk-glory-580-2021-for-sale-gampaha-1
"Nissan Dayz Pro Pilot Edition 2023
45,000 km
MEMBER
Colombo, Cars
Rs 6,800,000
9 hours","Rs 6,800,000","Nissan Dayz Pro Pilot Edition 2023
45,000 km
MEMBER
Colombo, Cars
Rs 6,800,000
9 hours",https://ikman.lk/en/ad/nissan-dayz-pro-pilot-edition-2023-for-sale-colombo-1
"Suzuki Alto HA37S - L LGGG-A1 2023
30,000 km
MEMBER
Colombo, Cars
Rs 6,200,000
9 hours","Rs 6,200,000","Suzuki Alto HA37S - L LGGG-A1 2023
30,000 km
MEMBER
Colombo, Cars
Rs 6,200,000
9 hours",https://ikman.lk/en/ad/suzuki-alto-ha37s-l-lggg-a1-2023-for-sale-colombo
"Toyota TUNDRA 1MHV Limited 2024
10,000 km
Colombo, Cars
Rs 69,500,000
9 hours","Rs 69,500,000","Toyota TUNDRA 1MHV Limited 2024
10,000 km
Colombo, Cars
Rs 69,500,000
9 hours",https://ikman.lk/en/ad/toyota-tundra-1mhv-limited-2024-for-sale-colombo
"Nissan Dayz Pro Pilot Edition 2024
40,000 km
MEMBER
Colombo, Cars
Rs 6,950,000
9 hours","Rs 6,950,000","Nissan Dayz Pro Pilot Edition 2024
40,000 km
MEMBER
Colombo, Cars
Rs 6,950,000
9 hours",https://ikman.lk/en/ad/nissan-dayz-pro-pilot-edition-2024-for-sale-colombo
"Toyota Land Cruiser Prado TX-L 2023
12,000 km
MEMBER
Gampaha, Cars
Rs 53,000,000
9 hours","Rs 53,000,000","Toyota Land Cruiser Prado TX-L 2023
12,000 km
MEMBER
Gampaha, Cars
Rs 53,000,000
9 hours",https://ikman.lk/en/ad/toyota-land-cruiser-prado-tx-l-2023-for-sale-gampaha-29
"Toyota Raize Z 1000cc Turbo 2026
0 km
MEMBER
Gampaha, Cars
Rs 13,250,000
9 hours","Rs 13,250,000","Toyota Raize Z 1000cc Turbo 2026
0 km
MEMBER
Gampaha, Cars
Rs 13,250,000
9 hours",https://ikman.lk/en/ad/toyota-raize-z-1000cc-turbo-2026-for-sale-gampaha
"Toyota Raize 1200cc Hybrid 2026
0 km
MEMBER
Gampaha, Cars
Rs 14,250,000
9 hours","Rs 14,250,000","Toyota Raize 1200cc Hybrid 2026
0 km
MEMBER
Gampaha, Cars
Rs 14,250,000
9 hours",https://ikman.lk/en/ad/toyota-raize-1200cc-hybrid-2026-for-sale-gampaha
"Toyota Taisor V grade 2025
0 km
MEMBER
Colombo, Cars
Rs 12,250,000
9 hours","Rs 12,250,000","Toyota Taisor V grade 2025
0 km
MEMBER
Colombo, Cars
Rs 12,250,000
9 hours",https://ikman.lk/en/ad/toyota-taisor-v-grade-2025-for-sale-colombo-71
"Daihatsu Mira X 2024
4,000 km
MEMBER
Gampaha, Cars
Rs 6,725,000
9 hours","Rs 6,725,000","Daihatsu Mira X 2024
4,000 km
MEMBER
Gampaha, Cars
Rs 6,725,000
9 hours",https://ikman.lk/en/ad/daihatsu-mira-x-2024-for-sale-gampaha-5
"Mitsubishi Lancer 1992
300,000 km
Kurunegala, Cars
Rs 1,450,000
9 hours","Rs 1,450,000","Mitsubishi Lancer 1992
300,000 km
Kurunegala, Cars
Rs 1,450,000
9 hours",https://ikman.lk/en/ad/mitsubishi-lancer-1992-for-sale-kurunegala-1
"Nissan Cefiro A33 Excimo-G 2000
172,000 km
Colombo, Cars
Rs 4,250,000
9 hours","Rs 4,250,000","Nissan Cefiro A33 Excimo-G 2000
172,000 km
Colombo, Cars
Rs 4,250,000
9 hours",https://ikman.lk/en/ad/nissan-cefiro-a33-excimo-g-2000-for-sale-colombo
"Nissan Teana J32 DUAL SUNROOF 2010
180,000 km
MEMBER
Colombo, Cars
Rs 8,990,000
9 hours","Rs 8,990,000","Nissan Teana J32 DUAL SUNROOF 2010
180,000 km
MEMBER
Colombo, Cars
Rs 8,990,000
9 hours",https://ikman.lk/en/ad/nissan-teana-j32-dual-sunroof-2010-for-sale-colombo
"Toyota Taisor V grade 2025
0 km
MEMBER
Colombo, Cars
Rs 11,975,000
9 hours","Rs 11,975,000","Toyota Taisor V grade 2025
0 km
MEMBER
Colombo, Cars
Rs 11,975,000
9 hours",https://ikman.lk/en/ad/toyota-taisor-v-grade-2025-for-sale-colombo-70
"Ssang Yong Actyon 2009
181,670 km
Kalutara, Cars
Rs 5,800,000
9 hours","Rs 5,800,000","Ssang Yong Actyon 2009
181,670 km
Kalutara, Cars
Rs 5,800,000
9 hours",https://ikman.lk/en/ad/micro-actyon-ssangyong-2009-for-sale-kalutara
"Toyota Taisor V grade 2025
0 km
MEMBER
Colombo, Cars
Rs 11,975,000
9 hours","Rs 11,975,000","Toyota Taisor V grade 2025
0 km
MEMBER
Colombo, Cars
Rs 11,975,000
9 hours",https://ikman.lk/en/ad/toyota-taisor-v-grade-2025-for-sale-colombo-69
"Toyota Yaris KSP210 - X KIII-A3 2023
80,000 km
MEMBER
Colombo, Cars
Rs 8,100,000
9 hours","Rs 8,100,000","Toyota Yaris KSP210 - X KIII-A3 2023
80,000 km
MEMBER
Colombo, Cars
Rs 8,100,000
9 hours",https://ikman.lk/en/ad/toyota-yaris-ksp210-x-kiii-a3-2023-for-sale-colombo
"BMW X1 Sunroof PWR seats 2019
75,000 km
MEMBER
Colombo, Cars
Rs 16,900,000
9 hours","Rs 16,900,000","BMW X1 Sunroof PWR seats 2019
75,000 km
MEMBER
Colombo, Cars
Rs 16,900,000
9 hours",https://ikman.lk/en/ad/bmw-x1-sunroof-pwr-seats-2019-for-sale-colombo
"Toyota Axio WXB 2017
109,000 km
Gampaha, Cars
Rs 13,195,000
10 hours","Rs 13,195,000","Toyota Axio WXB 2017
109,000 km
Gampaha, Cars
Rs 13,195,000
10 hours",https://ikman.lk/en/ad/toyota-axio-wxb-2017-for-sale-gampaha-539
"Mitsubishi Montero Sport 2012
160,000 km
MEMBER
Colombo, Cars
Rs 14,500,000
10 hours","Rs 14,500,000","Mitsubishi Montero Sport 2012
160,000 km
MEMBER
Colombo, Cars
Rs 14,500,000
10 hours",https://ikman.lk/en/ad/mitsubishi-montero-sport-2012-for-sale-colombo-1687
"Toyota Fortuner 2016
157,000 km
MEMBER
Colombo, Cars
Rs 25,000,000
10 hours","Rs 25,000,000","Toyota Fortuner 2016
157,000 km
MEMBER
Colombo, Cars
Rs 25,000,000
10 hours",https://ikman.lk/en/ad/toyota-fortuner-2016-for-sale-colombo-8
"Honda Vezel Z sensing 2016
54,000 km
MEMBER
Galle, Cars
Rs 10,850,000
10 hours","Rs 10,850,000","Honda Vezel Z sensing 2016
54,000 km
MEMBER
Galle, Cars
Rs 10,850,000
10 hours",https://ikman.lk/en/ad/honda-vezel-z-sensing-2016-for-sale-galle-2
"Toyota Vitz 2018
20,900 km
Colombo, Cars
Rs 9,500,000
10 hours","Rs 9,500,000","Toyota Vitz 2018
20,900 km
Colombo, Cars
Rs 9,500,000
10 hours",https://ikman.lk/en/ad/toyota-vitz-2018-for-sale-colombo-1346
"Toyota Vitz Safety 2018
75,000 km
Kegalle, Cars
Rs 8,250,000
10 hours","Rs 8,250,000","Toyota Vitz Safety 2018
75,000 km
Kegalle, Cars
Rs 8,250,000
10 hours",https://ikman.lk/en/ad/toyota-vitz-safety-2018-for-sale-kegalle
"Honda Vezel RV5 – X IPPP-A1 2023
30,000 km
MEMBER
Colombo, Cars
Rs 15,100,000
10 hours","Rs 15,100,000","Honda Vezel RV5 – X IPPP-A1 2023
30,000 km
MEMBER
Colombo, Cars
Rs 15,100,000
10 hours",https://ikman.lk/en/ad/honda-vezel-rv5-x-ippp-a1-2023-for-sale-colombo
"Mitsubishi Montero 2013 brand new
126,000 km
MEMBER
Galle, Cars
Rs 21,450,000
10 hours","Rs 21,450,000","Mitsubishi Montero 2013 brand new
126,000 km
MEMBER
Galle, Cars
Rs 21,450,000
10 hours",https://ikman.lk/en/ad/mitsubishi-montero-2013-brand-new-for-sale-galle-9
"Toyota Axio s 2014
150,000 km
MEMBER
Colombo, Cars
Rs 9,350,000
10 hours","Rs 9,350,000","Toyota Axio s 2014
150,000 km
MEMBER
Colombo, Cars
Rs 9,350,000
10 hours",https://ikman.lk/en/ad/toyota-axio-s-2014-for-sale-colombo-2
"Toyota Raize Z Grade 2024
7,800 km
MEMBER
Colombo, Cars
Rs 14,490,000
10 hours","Rs 14,490,000","Toyota Raize Z Grade 2024
7,800 km
MEMBER
Colombo, Cars
Rs 14,490,000
10 hours",https://ikman.lk/en/ad/toyota-raize-z-grade-2024-for-sale-colombo-228
"Toyota Soluna 2004
120,000 km
MEMBER
Colombo, Cars
Rs 3,450,000
10 hours","Rs 3,450,000","Toyota Soluna 2004
120,000 km
MEMBER
Colombo, Cars
Rs 3,450,000
10 hours",https://ikman.lk/en/ad/toyota-soluna-2004-for-sale-colombo-2
"Audi A6 2013
153,000 km
Galle, Cars
Rs 12,800,000
10 hours","Rs 12,800,000","Audi A6 2013
153,000 km
Galle, Cars
Rs 12,800,000
10 hours",https://ikman.lk/en/ad/audi-a6-2013-for-sale-galle-1
"Daihatsu Mira Tocot 2024
0 km
MEMBER
Colombo, Cars
Rs 6,950,000
10 hours","Rs 6,950,000","Daihatsu Mira Tocot 2024
0 km
MEMBER
Colombo, Cars
Rs 6,950,000
10 hours",https://ikman.lk/en/ad/daihatsu-mira-tocot-2024-for-sale-colombo
"Micro MX 7 Mark 2 2014
74,200 km
MEMBER
Gampaha, Cars
Rs 3,475,000
10 hours","Rs 3,475,000","Micro MX 7 Mark 2 2014
74,200 km
MEMBER
Gampaha, Cars
Rs 3,475,000
10 hours",https://ikman.lk/en/ad/micro-mx-7-mark-2-2014-for-sale-gampaha-1
"Nissan Dayz 2023
20,000 km
MEMBER
Colombo, Cars
Rs 7,400,000
10 hours","Rs 7,400,000","Nissan Dayz 2023
20,000 km
MEMBER
Colombo, Cars
Rs 7,400,000
10 hours",https://ikman.lk/en/ad/nissan-dayz-2023-for-sale-colombo-38
"Kia Seltos GTX A 2026
0 km
MEMBER
Kandy, Cars
Rs 17,950,000
10 hours","Rs 17,950,000","Kia Seltos GTX A 2026
0 km
MEMBER
Kandy, Cars
Rs 17,950,000
10 hours",https://ikman.lk/en/ad/kia-seltos-gtx-a-2026-for-sale-kandy
"Toyota Axio Hybrid G Grade 2014
96,617 km
Colombo, Cars
Rs 9,975,000
10 hours","Rs 9,975,000","Toyota Axio Hybrid G Grade 2014
96,617 km
Colombo, Cars
Rs 9,975,000
10 hours",https://ikman.lk/en/ad/toyota-axio-hybrid-g-grade-2014-for-sale-colombo-156
